Timestamp,Sensor 1 Measured Pressure,Sensor1 temp,Sensor 2 Measured Pressure,Sensor2 temp
2018/10/26 0:0:22,0.74325693000000000000,9.41122440000000000000,1.70332940000000000000,10.20196500000000000000
2018/10/26 0:1:27,0.74322259000000000000,9.41119380000000000000,1.70329480000000000000,10.20196500000000000000
2018/10/26 0:2:33,0.74325567000000000000,9.41119380000000000000,1.70330660000000000000,10.20196500000000000000
2018/10/26 0:3:38,0.74323720000000000000,9.41122440000000000000,1.70331630000000000000,10.17794800000000000000
2018/10/26 0:4:44,0.74321663000000000000,9.41119380000000000000,1.70330070000000000000,10.20196500000000000000
2018/10/26 0:5:49,0.74320024000000000000,9.41122440000000000000,1.70330260000000000000,10.20196500000000000000
2018/10/26 0:6:55,0.74317157000000000000,9.43377690000000000000,1.70329550000000000000,10.20196500000000000000
2018/10/26 0:8:0,0.74323988000000000000,9.41119380000000000000,1.70331130000000000000,10.17794800000000000000
2018/10/26 0:9:6,0.74318838000000000000,9.43380740000000000000,1.70328330000000000000,10.17794800000000000000
2018/10/26 0:10:11,0.74319237000000000000,9.43377690000000000000,1.70331930000000000000,10.20196500000000000000
2018/10/26 0:11:17,0.74325794000000000000,9.41119380000000000000,1.70333710000000000000,10.17794800000000000000
2018/10/26 0:12:22,0.74323416000000000000,9.41122440000000000000,1.70330450000000000000,10.20196500000000000000
2018/10/26 0:13:28,0.74325883000000000000,9.43377690000000000000,1.70333030000000000000,10.20196500000000000000
2018/10/26 0:14:33,0.74324983000000000000,9.41119380000000000000,1.70331990000000000000,10.20196500000000000000
2018/10/26 0:15:39,0.74326873000000000000,9.41122440000000000000,1.70330580000000000000,10.20196500000000000000
2018/10/26 0:16:44,0.74324256000000000000,9.41122440000000000000,1.70330490000000000000,10.20196500000000000000
2018/10/26 0:17:50,0.74323428000000000000,9.41119380000000000000,1.70329700000000000000,10.20196500000000000000
2018/10/26 0:18:55,0.74324721000000000000,9.41119380000000000000,1.70331630000000000000,10.20196500000000000000
2018/10/26 0:20:1,0.74326670000000000000,9.41119380000000000000,1.70333170000000000000,10.17794800000000000000
2018/10/26 0:21:6,0.74326831000000000000,9.41119380000000000000,1.70331540000000000000,10.20196500000000000000
2018/10/26 0:22:12,0.74325335000000000000,9.38858030000000000000,1.70329700000000000000,10.17794800000000000000
2018/10/26 0:23:17,0.74321336000000000000,9.43377690000000000000,1.70334680000000000000,10.20196500000000000000
2018/10/26 0:24:23,0.74325794000000000000,9.43380740000000000000,1.70332500000000000000,10.17794800000000000000
2018/10/26 0:25:28,0.74326068000000000000,9.43380740000000000000,1.70331740000000000000,10.20196500000000000000
2018/10/26 0:26:34,0.74325132000000000000,9.41119380000000000000,1.70333580000000000000,10.20196500000000000000
2018/10/26 0:27:39,0.74325579000000000000,9.43377690000000000000,1.70333360000000000000,10.20196500000000000000
2018/10/26 0:28:45,0.74325222000000000000,9.43380740000000000000,1.70333600000000000000,10.17794800000000000000
2018/10/26 0:29:50,0.74325311000000000000,9.43377690000000000000,1.70335040000000000000,10.20196500000000000000
2018/10/26 0:30:56,0.74326456000000000000,9.43380740000000000000,1.70335610000000000000,10.20196500000000000000
2018/10/26 0:32:1,0.74326170000000000000,9.43380740000000000000,1.70332410000000000000,10.17794800000000000000
2018/10/26 0:33:7,0.74326742000000000000,9.43377690000000000000,1.70331190000000000000,10.17794800000000000000
2018/10/26 0:34:12,0.74323642000000000000,9.43380740000000000000,1.53294400000000000000,10.17794800000000000000
2018/10/26 0:35:18,0.74323607000000000000,9.43377690000000000000,1.70329230000000000000,10.17794800000000000000
2018/10/26 0:36:23,0.74327040000000000000,9.43377690000000000000,1.70332660000000000000,10.17794800000000000000
2018/10/26 0:37:29,0.74329180000000000000,9.43380740000000000000,1.70333500000000000000,10.17794800000000000000
2018/10/26 0:38:34,0.74323839000000000000,9.43377690000000000000,1.70333080000000000000,10.17794800000000000000
2018/10/26 0:39:40,0.74323887000000000000,9.43380740000000000000,1.70332310000000000000,10.17794800000000000000
2018/10/26 0:40:45,0.74323493000000000000,9.43380740000000000000,1.70331990000000000000,10.20196500000000000000
2018/10/26 0:41:51,0.74323577000000000000,9.43380740000000000000,1.70335510000000000000,10.17794800000000000000
2018/10/26 0:42:56,0.74325663000000000000,9.45639040000000000000,1.70334720000000000000,10.17794800000000000000
2018/10/26 0:44:2,0.74323756000000000000,9.45639040000000000000,1.70333120000000000000,10.17794800000000000000
2018/10/26 0:45:7,0.74322832000000000000,9.45639040000000000000,1.70331510000000000000,10.17794800000000000000
2018/10/26 0:46:13,0.74321455000000000000,9.45639040000000000000,1.70334400000000000000,10.17794800000000000000
2018/10/26 0:47:18,0.74320567000000000000,9.47900390000000000000,1.70334980000000000000,10.17794800000000000000
2018/10/26 0:48:24,0.74325472000000000000,9.45635990000000000000,1.70332560000000000000,10.17794800000000000000
2018/10/26 0:49:29,0.74323046000000000000,9.47900390000000000000,1.70333410000000000000,10.15390000000000000000
2018/10/26 0:50:35,0.74324811000000000000,9.45639040000000000000,1.70333290000000000000,10.17794800000000000000
2018/10/26 0:51:40,0.74325192000000000000,9.45635990000000000000,1.70333230000000000000,10.17794800000000000000
2018/10/26 0:52:46,0.74328119000000000000,9.45635990000000000000,1.70332980000000000000,10.17794800000000000000
2018/10/26 0:53:51,0.74325502000000000000,9.45639040000000000000,1.70332460000000000000,10.17794800000000000000
2018/10/26 0:54:57,0.74326468000000000000,9.45639040000000000000,1.70333360000000000000,10.17794800000000000000
